"","AGI","logFC","logCPM","LR","PValue","FDR","symbol2","full_name"
"4298","AT5G60650",-0.743562869817525,1.06005720423654,4.68390055562243,0.0304465413481993,0.237979397782393,NA,NA
"4299","AT1G66130",-0.692891588581423,1.42642931139218,4.68380936123827,0.0304481575301804,0.237979397782393,NA,NA
"4300","AT1G73190",3.84341611125727,-2.11024727599686,4.68308679396655,0.0304609663074243,0.237979397782393,"ALPHA-TIP;TIP3;1","ALPHA-TONOPLAST INTRINSIC PROTEIN;NA"
"4301","AT4G34470",3.84341611125727,-2.11024727599686,4.68308679396655,0.0304609663074243,0.237979397782393,"ASK12;SK12","SKP1-like 12;SKP1-like 12"
"4302","AT4G35190",0.582792321265634,1.90998628630368,4.68025754590921,0.0305111737909482,0.238178215364109,"LOG5","LONELY GUY 5"
"4303","AT5G39840",-0.376364939104262,3.7397091988093,4.6800186723579,0.0305154167585946,0.238178215364109,NA,NA
"4304","AT2G37450",-0.587734390306174,2.56232645783032,4.67990393164328,0.0305174550477828,0.238178215364109,"UMAMIT13","Usually multiple acids move in and out Transporters 13"
"4305","AT2G37840",0.310236256214182,5.64449247866073,4.67961019036257,0.0305226738046254,0.238178215364109,"ATG1c","autophagy-related protein 1c"
"4306","AT1G62975",0.452725046775881,2.94913180323824,4.67956720592092,0.0305234375660848,0.238178215364109,NA,NA
"4307","AT1G62360",-2.61149194970267,-1.80573179809441,4.67858256822188,0.0305409383834424,0.238178215364109,"BUM;BUM1;SHL;STM;WAM;WAM1","BUMBERSHOOT;BUMBERSHOOT 1;SHOOTLESS;SHOOT MERISTEMLESS;WALDMEISTER;WALDMEISTER 1"
"4308","AT2G45900",-0.620334618448272,1.47559705590516,4.67848253079878,0.0305427170203481,0.238178215364109,"TRM13","TON1 Recruiting Motif 13"
"4309","AT2G25000",-0.459506243489932,4.16809772194031,4.67845984681752,0.0305431203500966,0.238178215364109,"ATWRKY60;WRKY60","NA;WRKY DNA-binding protein 60"
"4310","AT3G01260",-0.371026274593513,6.41052448874277,4.67715791233752,0.0305662785435658,0.238230042967396,NA,NA
"4311","AT5G28340",0.527404044188958,1.69645704461436,4.67704054496684,0.0305683671179933,0.238230042967396,NA,NA
"4312","AT2G38760",0.761123013760856,3.46499354944948,4.67641475161566,0.0305795057400466,0.238230042967396,"ANN3;ANNAT3;AtANN3","ANNEXIN 3;annexin 3;NA"
"4313","AT1G20693",-0.324690466261109,7.36574433164463,4.67623086653126,0.0305827795520158,0.238230042967396,"HMG BETA 1;HMGB2;NFD02;NFD2","HIGH MOBILITY GROUP BETA 1;high mobility group B2;NUCLEOSOME/CHROMATIN ASSEMBLY FACTOR GROUP D 02;NUCLEOSOME/CHROMATIN ASSEMBLY FACTOR GROUP D 2"
"4314","AT4G17905",-0.569329088621077,1.44631482557433,4.67609406612921,0.0305852153253183,0.238230042967396,"ATL4H;ATL53","NA;Arabidopsis TÃ³xicos en Levadura 53"
"4315","AT2G22900",-0.308968943379969,5.46948375018579,4.67150249479699,0.0306670870929819,0.238761511894077,"MAGT1;MUCI10","MANNAN &#945;151 GALACTOSYL TRANSFERASE1;MUCILAGE-RELATED10"
"4316","AT4G35070",0.757152193373429,1.0577970894191,4.67127206076834,0.0306712019512712,0.238761511894077,NA,NA
"4317","AT4G14380",0.70736434458983,1.28631559581934,4.6710725655108,0.030674764801105,0.238761511894077,NA,NA
"4318","AT2G33330",-0.424885121678145,4.11434790144108,4.67054278188779,0.0306842284714749,0.238779862227536,"PDLP3","plasmodesmata-located protein 3"
"4319","AT3G26310",2.41307958428299,-1.8761414024461,4.6688324694244,0.0307148010344421,0.23895137972779,"CYP71B35","cytochrome P450, family 71, subfamily B, polypeptide 35"
"4320","AT5G06380",2.41334994525525,-1.87607549646667,4.66851431682581,0.0307204916500225,0.23895137972779,NA,NA
"4321","AT5G23190",-0.340167753652825,5.19584670056209,4.66761466040387,0.0307365892454428,0.238968957354548,"CYP86B1","cytochrome P450, family 86, subfamily B, polypeptide 1"
"4322","AT2G34840",0.345764719438954,3.80662063443497,4.66759310796273,0.0307369749921539,0.238968957354548,NA,NA
"4323","AT4G08340",1.01377521190028,-0.267785599200703,4.66619830078189,0.0307619500602175,0.239107806135422,NA,NA
"4324","AT2G47940",-0.294956140923267,6.04860054124542,4.66389438192807,0.0308032498041677,0.239373450490205,"DEG2;DEGP2;EMB3117","degradation of periplasmic proteins 2;DEGP protease 2;EMBRYO DEFECTIVE 3117"
"4325","AT2G34500",0.434604755184509,3.90344862005362,4.66242567076931,0.0308296078969288,0.239496180774753,"CYP710A1","cytochrome P450, family 710, subfamily A, polypeptide 1"
"4326","AT1G50060",0.559468604095415,4.20123758401087,4.66222015962179,0.0308332979593947,0.239496180774753,NA,NA
"4327","AT1G01970",-0.397061690522384,2.99325824578375,4.66144003165313,0.0308473097666537,0.239549642426415,NA,NA
"4328","AT5G63780",-0.447748281518706,5.20326596697342,4.65464013995303,0.0309697235233309,0.24043993969301,"SHA1","shoot apical meristem arrest 1"
"4329","AT1G12770",-0.329853773237257,4.35054514947106,4.65427749053592,0.0309762662618606,0.24043993969301,"EMB1586;ISE1","embryo defective 1586;INCREASED SIZE EXCLUSION LIMIT 1"
"4330","AT2G25900",0.902215405732946,6.49795814497515,4.65313175529761,0.0309969465135134,0.240544895322651,"ATCTH;ATTZF1;TZF1","NA;A. THALIANA TANDEM ZINC FINGER PROTEIN 1;TANDEM ZINC FINGER 1"
"4331","AT5G52570",1.34758998959977,-0.498671231715477,4.65183868652573,0.0310203033957319,0.240670569084133,"B2;BCH2;BETA-OHASE 2;CHY2","NA;BETA CAROTENOID HYDROXYLASE 2;beta-carotene hydroxylase 2;NA"
"4332","AT3G47030",-0.876527963093288,1.1147448638303,4.65020237175559,0.0310498866898719,0.240844481198771,NA,NA
"4333","AT4G01800",-0.365736008403916,5.92793109068531,4.64941274437162,0.0310641730600681,0.240899686860006,"AGY1;AtcpSecA;SECA1","Albino or Glassy Yellow 1;Arabidopsis thaliana chloroplast SecA;NA"
"4334","AT3G05820",0.854953480294849,0.596146762215637,4.64713027717118,0.0311055072633029,0.241164572003116,"A/N-InvH;At-A/N-InvH;INVH","alkaline/neutral invertase H;Arabidopsis alkaline/neutral invertase H;invertase H"
"4335","AT1G53420",-0.83322044493191,0.245108527724214,4.64671594020503,0.0311130168229924,0.241167149085627,NA,NA
"4336","AT1G02640",0.600582392478118,7.39949020458275,4.64599519826594,0.0311260842580417,0.241195236299922,"ATBXL2;BXL2","BETA-XYLOSIDASE 2;beta-xylosidase 2"
"4337","AT1G66200",-0.340832154995427,9.56554649547195,4.64572434980893,0.0311309963642867,0.241195236299922,"ATGSR2;GLN1;2;GSR2","glutamine synthase clone F11;glutamine synthetase 1;2;glutamine synthase clone F11"
"4338","AT5G14440",-0.320711424086665,5.38542731641186,4.64484582116877,0.0311469349201734,0.241243643735943,NA,NA
"4339","AT5G10230",0.478234186571674,2.39080681659729,4.64458859660448,0.0311516031834491,0.241243643735943,"ANN7;ANNAT7","ANNEXIN 7;annexin 7"
"4340","AT3G10660",0.342277459525462,4.95990543056765,4.64294071521491,0.0311815272251035,0.241419741432702,"ATCPK2;CPK2","NA;calmodulin-domain protein kinase cdpk isoform 2"
"4341","AT1G26250",-1.10921012000992,7.62861664886088,4.64125802952444,0.0312121142192502,0.241600889655666,"EXT18","extensin 18"
"4342","AT3G20250",0.361190101043891,7.3112070171031,4.6383361286753,0.0312653014003183,0.241953145491775,"APUM5;PUM5","pumilio 5;pumilio 5"
"4343","AT3G62460",-0.458431853900603,3.53730174157948,4.63796724842538,0.0312720228221766,0.241953145491775,NA,NA
"4344","AT4G26400",-0.311311189808158,5.85221708870111,4.63685595587166,0.0312922809600369,0.242054149359843,"BTL05","BCA2Â zinc finger ATL 5"
"4345","AT3G57280",0.298296436478637,5.55241406528387,4.63444587910068,0.0313362621337433,0.242338568519688,"AtFAX1;FAX1","NA;fatty acid export 1"
"4346","AT4G26790",-0.499639364624477,2.84186125291391,4.63264789983962,0.0313691152115953,0.242536817611603,NA,NA
"4347","AT3G16520",-0.594033722900985,5.14350794610142,4.63221770217737,0.0313769812044488,0.242541827106485,"UGT88A1","UDP-glucosyl transferase 88A1"
"4348","AT5G58370",-0.315524151308472,4.57738361595425,4.62847120452754,0.0314455714657969,0.243016120605728,"EngB-3","NA"
"4349","AT5G61455",-1.53595281154131,-1.02683539377277,4.62800947348194,0.0314540355811207,0.243025638904764,"U2.7","NA"
"4350","AT2G43870",0.67041340456178,1.58713850691997,4.62476063083529,0.0315136582181774,0.24337548544476,NA,NA
"4351","AT1G54170",0.28461550716443,5.70273601220549,4.62475286487165,0.0315138008800116,0.24337548544476,"CID3","CTC-interacting domain 3"
"4352","AT1G52320",-0.360385891318511,5.78369359938346,4.62119639488608,0.0315792045867841,0.243824547914779,NA,NA
"4353","AT3G45260",0.497904521117258,2.40125635850477,4.62050363279448,0.0315919609952344,0.243867005137116,"BIB","BALDIBIS"
"4354","AT3G46600",0.493437949716492,7.43667771792956,4.618398150958,0.0316307640041369,0.244110457525725,NA,NA
"4355","AT4G02990",-0.334492244695297,3.64730023246513,4.61420277918074,0.0317082309973905,0.244652118937845,"BSM;RUG2","BELAYA SMERT;RUGOSA 2"
"4356","AT3G59640",0.390227475319471,3.38357117768439,4.61316549326232,0.0317274148507354,0.244717156380002,"PSS1","Phytophthora sojae susceptible 1"
"4357","AT1G75670",-0.407156897198886,3.61652019133309,4.61295950853987,0.0317312258302384,0.244717156380002,NA,NA
"4358","AT5G56040",0.308120112739936,6.5685817811489,4.6119701466975,0.0317495369407741,0.244802189142701,"RGI4;SKM2","RGF1 INSENSITIVE 4;STERILITY-REGULATING KINASE MEMBER 2"
"4359","AT3G52190",-0.302575654579102,5.09554911849403,4.61138265568127,0.0317604154423434,0.24482988751861,"AtPHF1;PHF1","NA;phosphate transporter traffic facilitator1"
"4360","AT5G05750",-0.403028811770774,5.62368714846272,4.61083634935737,0.0317705348215737,0.244851722723514,NA,NA
"4361","AT3G13910",-0.329901713700784,4.22159687214604,4.60960938358892,0.0317932745035728,0.244875281659386,NA,NA
"4362","AT1G44608",0.444310384930561,2.77022116092766,4.60940493548271,0.0317970652448946,0.244875281659386,NA,NA
"4363","AT5G58660",0.416150223071069,3.07778890419174,4.60929446652963,0.0317991136832772,0.244875281659386,NA,NA
"4364","AT4G01920",0.409280014198794,3.07227349436217,4.60909882759872,0.0318027417761311,0.244875281659386,NA,NA
"4365","AT5G66080",0.565492876338392,3.02609524609497,4.60692051161466,0.0318431674903002,0.245080081639733,"APD9","Arabidopsis Pp2c clade D 9"
"4366","AT2G18680",-1.62420341516578,-1.33957503318497,4.60672806370581,0.0318467415619527,0.245080081639733,NA,NA
"4367","AT3G58975",-0.4598444491004,2.40970367986239,4.60648691611053,0.031851220657125,0.245080081639733,NA,NA
"4368","AT1G31335",-0.499502931052287,2.822812463748,4.60599546709216,0.0318603509064286,0.245094210429902,NA,NA
"4369","AT5G15510",-0.350478700067451,4.24950316451666,4.60524063397503,0.0318743796831761,0.245101131735685,NA,NA
"4370","AT4G11610",0.35902268981189,4.56073482836203,4.60502852693382,0.0318783229096447,0.245101131735685,"MCTP7","multiple C2 domain and transmembrane region protein 7"
"4371","AT2G44310",-0.301793873795195,5.28343677588095,4.60473567937532,0.0318837679985186,0.245101131735685,NA,NA
"4372","AT4G05100",0.563302905046144,1.60860487068874,4.60437758431146,0.0318904275920605,0.245101131735685,"AtMYB74;MYB74","myb domain protein 74;myb domain protein 74"
"4373","AT1G11655",-0.766250291123313,0.857780816069457,4.60343009085998,0.0319080553935594,0.245180534492198,NA,NA
"4374","AT3G03520",0.278484173036911,6.13817552361343,4.60297771394946,0.0319164753019088,0.245189163944842,"NPC3","non-specific phospholipase C3"
"4375","AT4G35165",-2.43165141747216,-1.87592077735062,4.60237368697736,0.031927721426304,0.245195360587762,NA,NA
"4376","AT4G37520",0.55198752463478,8.10125335604707,4.6021506009302,0.0319318760172623,0.245195360587762,NA,NA
"4377","AT3G60200",0.348828092635788,3.65040784112076,4.60154234195737,0.0319432066526739,0.245226326237868,NA,NA
"4378","AT5G45360",-0.329868523322401,5.7648637403147,4.59932525263331,0.0319845420762803,0.245383316689133,"SKIP31","SKP1-interacting partner 31"
"4379","AT1G24340",-0.301303949920413,5.49731509885108,4.59876655124964,0.0319949673103411,0.245383316689133,"EMB2421;EMB260","EMBRYO DEFECTIVE 2421;EMBRYO DEFECTIVE 260"
"4380","AT2G37900",-1.2877586758107,1.31948304134077,4.59780913468465,0.0320128407202087,0.245383316689133,NA,NA
"4381","AT1G30740",-2.43359860730297,-1.8755763834846,4.59780867786126,0.0320128492508448,0.245383316689133,"AtBBE12","NA"
"4382","AT1G18830",-2.43493940564546,-1.87549097383525,4.59772549337043,0.032014402662316,0.245383316689133,"SEC31A","NA"
"4383","AT1G63500",0.301306811624391,6.05795507531496,4.59765811557812,0.0320156609525462,0.245383316689133,"BSK7","brassinosteroid-signaling kinase 7"
"4384","AT4G27880",-0.311704846612867,4.72844728061505,4.59761887464159,0.0320163938066183,0.245383316689133,"SINAT4","NA"
"4385","AT1G01670",0.788891512083118,0.733677325600882,4.59712971379145,0.032025530723695,0.245383316689133,NA,NA
"4386","AT4G11460",-1.04347289749031,-0.340291387434951,4.59692367926786,0.0320293800070989,0.245383316689133,"CRK30","cysteine-rich RLK (RECEPTOR-like protein kinase) 30"
"4387","AT5G66960",-0.411938448963153,2.88200738735687,4.59611366997545,0.0320445178574989,0.245443330076973,NA,NA
"4388","AT4G17895",0.354055674227454,4.31528698841769,4.59307861003549,0.0321013049792703,0.245789989776509,"UBP20","ubiquitin-specific protease 20"
"4389","AT3G26950",-0.309085641447034,5.09390450151201,4.59291301003622,0.0321044064379828,0.245789989776509,NA,NA
"4390","AT5G02780",-0.913485326569464,2.68330395276326,4.59195630811292,0.0321223302636419,0.245871193967857,"GSTL1","glutathione transferase lambda 1"
"4391","AT1G08830",0.320827472008907,8.77956193414933,4.58915616849081,0.0321748509666942,0.246217112772229,"AtSOD1;CSD1;SOD1","superoxide dismutase 1;copper/zinc superoxide dismutase 1;superoxide dismutase 1"
"4392","AT2G42870",0.48297427203998,2.38301912213497,4.58671279165931,0.0322207532873411,0.246512238606839,"HLH1;PAR1","HELIX-LOOP-HELIX 1;PHY RAPIDLY REGULATED 1"
"4393","AT2G01140",-0.310680352266117,9.03289886830465,4.58392109426705,0.0322732829799356,0.24685792276162,"AtFBA3;FBA3;PDE345","NA;fructose-bisphosphate aldolase 3;PIGMENT DEFECTIVE 345"
"4394","AT5G19870",-0.629317602690141,1.61685867209513,4.58305328582169,0.0322896302160424,0.246926753418174,NA,NA
"4395","AT3G13560",-0.326418825594555,4.63821739955935,4.57873911046064,0.0323710263535945,0.247492884535491,NA,NA
"4396","AT2G24130",1.89693466719446,2.46951392942557,4.57782551319008,0.0323882907821628,0.247551113755356,NA,NA
"4397","AT5G50530",0.403593935770914,4.02955892514515,4.57755646883312,0.0323933767984733,0.247551113755356,NA,NA
"4398","AT2G40113",0.476604970904065,3.89095110601698,4.5743336151524,0.032454366497233,0.247960805602552,NA,NA
"4399","AT2G16385",-0.42243562314107,2.85543142329397,4.57190423972988,0.0325004195406721,0.248256216732363,"CIF1","Casparian strip integrity factor 1"
"4400","AT1G02290",-0.334770069906506,3.7817991184592,4.5711399311344,0.0325149224454262,0.248310550911639,NA,NA
"4401","AT1G79460",-0.398210056054609,4.21808719419797,4.56962687986013,0.0325436528184114,0.248473488299082,"ATKS;ATKS1;GA2;KS;KS1","ARABIDOPSIS THALIANA ENT-KAURENE SYNTHASE;ARABIDOPSIS THALIANA ENT-KAURENE SYNTHASE 1;GA REQUIRING 2;NA;ENT-KAURENE SYNTHASE 1"
"4402","AT2G14880",-0.336785560886251,4.5416401286703,4.56734209025856,0.0325870874796138,0.248748594613808,"SWIB2","NA"
"4403","AT3G61118",-0.820252231523306,0.325667198415123,4.56513636506327,0.0326290765175917,0.249012543525804,NA,NA
"4404","AT2G02930",1.57848400845094,1.0196521248937,4.56188989158653,0.0326909804250835,0.249428320672946,"ATGSTF3;GST16;GSTF3","glutathione S-transferase F3;GLUTATHIONE S-TRANSFERASE 16;glutathione S-transferase F3"
"4405","AT4G23190",0.447079951600927,4.14653409056779,4.55338445538475,0.0328537446533898,0.250613286684042,"AT-RLK3;CRK11","RECEPTOR LIKE PROTEIN KINASE 3;cysteine-rich RLK (RECEPTOR-like protein kinase) 11"
"4406","AT4G28650",0.332880143204309,5.81364467717521,4.55135615408105,0.0328926840414984,0.250853374753162,"MIK1;PXL2","MDIS1-INTERACTING RECEPTOR LIKE KINASE1;PXY-like2"
"4407","AT3G50560",0.694783010437944,1.65124909123791,4.54785618380916,0.0329599899483482,0.251309639719627,NA,NA
"4408","AT1G59700",0.637851874747348,2.06793761531745,4.54553463806725,0.0330047135792874,0.251577229228509,"ATGSTU16;GSTU16","glutathione S-transferase TAU 16;glutathione S-transferase TAU 16"
"4409","AT3G02930",-0.403998366061958,4.02144399226789,4.54525738224598,0.0330100590342389,0.251577229228509,NA,NA
"4410","AT4G34250",0.678153544894067,1.46711664276678,4.543821044176,0.0330377659173837,0.251641336452952,"KCS16","3-ketoacyl-CoA synthase 16"
"4411","AT1G62980",0.521134004586897,4.40384931644184,4.5437252122921,0.0330396153732575,0.251641336452952,"ATEXP18;ATEXPA18;ATHEXP ALPHA 1.25;EXP18;EXPA18","NA;expansin A18;NA;EXPANSIN 18;expansin A18"
"4412","AT5G01870",-0.399317938817616,6.39324512217537,4.54357823246282,0.0330424521414706,0.251641336452952,NA,NA
"4413","AT1G14080",0.29981789967103,4.69752326162451,4.54326874420431,0.0330484262176917,0.251641336452952,"ATFUT6;FUT6","NA;fucosyltransferase 6"
"4414","AT3G16440",0.385654047725177,6.12498303058633,4.54235828341609,0.0330660074552789,0.251684680108819,"ATMLP-300B;MEE36;MLP-300B","myrosinase-binding protein-like protein-300B;maternal effect embryo arrest 36;myrosinase-binding protein-like protein-300B"
"4415","AT1G20480",0.355292526258765,3.26560835701729,4.54192180430034,0.0330744394455602,0.251684680108819,NA,NA
"4416","AT1G68390",-0.533621505622863,2.06505682875856,4.54181054610762,0.0330765891125691,0.251684680108819,NA,NA
"4417","AT3G19320",-0.66696324979987,2.46305428049028,4.54118040832438,0.0330887670274394,0.251720341783115,NA,NA
"4418","AT4G05120",0.509941846692572,2.85944664645292,4.53982178153572,0.0331150395077304,0.251851188509071,"ATENT3;ENT3;FUR1","NA;EQUILIBRATIVE NUCLEOSIDE TRANSPORTER 3;FUDR RESISTANT 1"
"4419","AT3G01810",-0.297971854029942,5.47869997678636,4.53951591849331,0.0331209571460503,0.251851188509071,NA,NA
"4420","AT5G54370",0.492906039072756,7.22245518950722,4.53912214969793,0.0331285771536838,0.251852137900019,NA,NA
"4421","AT1G02630",1.51143028828269,-1.02807753929918,4.53843560591952,0.0331418671690131,0.251896181998005,NA,NA
"4422","AT3G14880",-1.52734643413476,-1.19704948920733,4.53747031707007,0.0331605625104806,0.251947078914617,NA,NA
"4423","AT1G75220",0.291584645135002,6.56577473172374,4.53721223183785,0.0331655628714785,0.251947078914617,"AtERDL6;ERDL6","NA;ERD6-like 6"
"4424","AT1G33170",-0.462215611787762,5.49864642524009,4.53692867806704,0.0331710575893776,0.251947078914617,NA,NA
"4425","AT1G03475",-0.283052853162391,5.4903494111636,4.53527072458998,0.0332032045260597,0.252134255024782,"ATCPO-I;HEMF1;LIN2","NA;NA;LESION INITIATION 2"
"4426","AT4G26990",0.358655083544954,3.58526732117052,4.53338396526351,0.0332398274900038,0.252301626982849,NA,NA
"4427","AT4G02880",-0.280457181372231,5.3283694119314,4.53336156400089,0.0332402625633318,0.252301626982849,NA,NA
"4428","AT3G57180",-0.676636922429066,2.11769542572244,4.5327712933867,0.033251728837492,0.252331660433019,"BPG2;YL1","BRASSINAZOLE(BRZ) INSENSITIVE PALE GREEN 2;Yellow Leaf 1"
"4429","AT1G03010",0.480498582949315,2.40187535923009,4.53002811867965,0.0333050704890044,0.25261876156644,NA,NA
"4430","AT1G79060",0.430925517198899,3.71554648644084,4.52998349130357,0.0333059390169109,0.25261876156644,NA,NA
"4431","AT5G10930",0.415235425212777,3.74177603550406,4.52966611950718,0.0333121163175078,0.25261876156644,"CIPK5;SnRK3.24","CBL-interacting protein kinase 5;SNF1-RELATED PROTEIN KINASE 3.24"
"4432","AT3G18910",-0.381798041048969,3.22832929681825,4.52896992851024,0.0333256711186931,0.252664530895831,"ETP2","EIN2 targeting protein2"
"4433","AT1G70410",0.313275273204202,7.41753546656168,4.52755941774524,0.0333531513512403,0.252815833905792,"ATBCA4;BCA4;CA4","BETA CARBONIC ANHYDRASE 4;beta carbonic anhydrase 4;BETA CARBONIC ANHYDRASE 4"
"4434","AT4G31270",-0.531659146108696,2.47864191939066,4.52681515875621,0.0333676608930688,0.252868773416531,"HDP2;IDAP2","Harbinger transposon-derived protein 2;IDM1-associated protein 2"
"4435","AT2G07697",1.52709683432121,-0.739458362809278,4.52375181749059,0.033427451064007,0.25321323422676,NA,NA
"4436","AT5G52440",-0.328191327893429,4.60972703750312,4.52349533785349,0.0334324620979937,0.25321323422676,"HCF106","HIGH CHLOROPHYLL FLUORESCENCE 106"
"4437","AT5G43030",0.504976199984261,2.55859186907757,4.52332852373153,0.0334357216910938,0.25321323422676,NA,NA
"4438","AT3G26520",0.342085681232824,9.25037064353978,4.52279515856941,0.0334461460186875,0.253233577482448,"GAMMA-TIP2;SITIP;TIP1;2;TIP2","NA;SALT-STRESS INDUCIBLE TONOPLAST INTRINSIC PROTEIN;NA;tonoplast intrinsic protein 2"
"4439","AT2G18570",-0.300200133244848,5.02368117491478,4.5224199927795,0.0334534804608234,0.253233577482448,NA,NA
"4440","AT4G12520",0.622847673374987,6.61633676839215,4.52189901361641,0.0334636683221299,0.253253644810857,NA,NA
"4441","AT4G30520",-0.352429248827086,4.70363952726867,4.52108211649417,0.0334796494498029,0.253317536773762,"CIK3;SARK","CLAVATA3 INSENSITIVE RECEPTOR KINASE 3;SENESCENCE-ASSOCIATED RECEPTOR-LIKE KINASE"
"4442","AT1G33060",-0.326482515592843,4.69784744606002,4.519683496981,0.0335070294471209,0.253467627978873,"ANAC014;NAC014","NAC 014;NAC 014"
"4443","AT3G61100",-0.385538252343105,3.69000895622621,4.51912003440088,0.0335180666505714,0.2534940525754,NA,NA
"4444","AT1G65985",0.372212569264118,4.55301886320872,4.51775091638926,0.0335449010032864,0.253639910781375,NA,NA
"4445","AT3G54150",0.470362961142621,3.04593360675351,4.51530450385633,0.0335929059433008,0.253945742521213,"EFD","EXINE FORMATION DEFECTIVE"
"4446","AT3G27710",-1.10003699345928,-0.469925991166281,4.51470880470743,0.0336046059635332,0.253955389744133,"ARARI3;ARI3","ARABIDOPSIS ARIADNE 3;ARIADNE 3"
"4447","AT3G51780",-0.341901874775684,4.57621932215573,4.51446999350209,0.033609297607052,0.253955389744133,"ATBAG4;BAG4","BCL-2-associated athanogene 4;BCL-2-associated athanogene 4"
"4448","AT1G44760",0.357098254066184,3.66353212411607,4.51213042374341,0.0336552965980331,0.254245790532174,NA,NA
"4449","AT4G23790",-0.326124793583834,4.31336435795465,4.51110096794093,0.0336755578757442,0.254341671328558,"MOAT2;TBL24","mannan O-acetyltransferas 2;TRICHOME BIREFRINGENCE-LIKE 24"
"4450","AT2G40120",-0.324689466145742,4.47880562742795,4.50992647397727,0.0336986892934361,0.254459181491694,"DYRKP-3","plant-specific dual-specificity tyrosine phosphorylation-regulated kinase 3"
"4451","AT5G53710",2.41251353537567,-1.87613054296249,4.50727918771932,0.0337508879549075,0.254796076625658,NA,NA
"4452","AT2G25130",1.69216504891117,-0.526284742169688,4.50371302782731,0.0338213383787605,0.255270577763502,NA,NA
"4453","AT1G69480",0.505149289643298,2.38652021764236,4.50330168913565,0.033829474361032,0.255274645739816,NA,NA
"4454","AT5G59450",0.387041081163205,5.84460577944219,4.50128133574993,0.0338694651939468,0.255519032206331,NA,NA
"4455","AT5G08780",-0.319920430974667,3.61333972067984,4.50072209937516,0.0338805434343676,0.255545234676009,NA,NA
"4456","AT2G26510",0.29531349726937,6.15279108781445,4.49998293530811,0.0338951917779099,0.255598346975163,"NAT3;PDE135","nucleobase ascorbate transporter 3;pigment defective embryo 135"
"4457","AT5G53010",0.299606091748892,4.74710104322934,4.49939840702579,0.0339067803213603,0.255628367143448,NA,NA
"4458","AT5G56530",-0.280443130628782,6.1703677161771,4.49820090751801,0.0339305342342702,0.255750069838481,NA,NA
"4459","AT1G78230",1.01654282581454,1.07905533695248,4.49638904062481,0.0339665079664361,0.255963803697732,NA,NA
"4460","AT5G11420",-0.40973458844881,2.86891925007947,4.49328130833312,0.0340283033160766,0.256371983862513,NA,NA
"4461","AT5G57400",0.693045961914912,1.02172194694021,4.49282142342348,0.034037457820253,0.256383469553047,NA,NA
"4462","AT4G27435",-0.382794727583039,3.53093663071976,4.4889815368464,0.0341139954376882,0.25690239235706,NA,NA
"4463","AT2G36090",-0.598477098640734,3.91186955233287,4.48681583436536,0.0341572420959422,0.257170434440477,NA,NA
"4464","AT1G77420",0.304475018242469,4.62701227146368,4.48570187956111,0.0341795088415928,0.257280433713082,"MAGL5","NA"
"4465","AT1G65490",-1.88250698177212,-1.44290901361593,4.48454297202228,0.0342026902464787,0.257290151428848,"STMP5","NA"
"4466","AT1G22060",-0.298163805400924,6.22066841586329,4.48451585914095,0.0342032327769196,0.257290151428848,NA,NA
"4467","AT5G53430",0.347349181949239,4.55414661347933,4.48448897194177,0.0342037708003293,0.257290151428848,"ATX5;SDG29;SET29","ARABIDOPSIS TRITHORAX5;SET domain group 29;NA"
"4468","AT5G57300",-0.321486429466612,4.97194347342463,4.48335276552199,0.0342265148240074,0.257403614842501,"COQ5","NA"
"4469","AT5G59520",0.353696367930972,5.10853201982928,4.47950105560522,0.0343037341660116,0.257926622386735,"AtZIP2;ZIP2","NA;ZRT/IRT-like protein 2"
"4470","AT5G57000",0.41289729795189,3.30611696311331,4.47722558891362,0.0343494384262934,0.258135637503272,NA,NA
"4471","AT4G09060",-0.463454071537999,2.34133947865507,4.47704395356442,0.0343530894352005,0.258135637503272,NA,NA
"4472","AT1G53720",-0.349899539283456,5.10160151541777,4.47668791817648,0.0343602471947098,0.258135637503272,"ATCYP59;CYP59","CYCLOPHILIN 59;cyclophilin 59"
"4473","AT3G09210",-0.39833427365263,3.63288172525995,4.47658774470711,0.0343622613699225,0.258135637503272,"PTAC13","plastid transcriptionally active 13"
"4474","AT1G09860",1.33651890323138,-0.840642545031547,4.475626451543,0.0343815962456629,0.258175594329084,"ATPUP16;PUP16","purine permease 16;purine permease 16"
"4475","AT1G17190",0.489154488393417,4.77007351429989,4.47555931642935,0.0343829469859726,0.258175594329084,"ATGSTU26;GSTU26","glutathione S-transferase tau 26;glutathione S-transferase tau 26"
"4476","AT5G20060",0.288036872151138,5.53912963964331,4.47267711333241,0.0344409884759801,0.258553640475845,NA,NA
"4477","AT1G08320",0.349866559563576,5.79054850543604,4.47180138691301,0.0344586440399543,0.258628402285134,"bZIP21;TGA9","NA;TGACG (TGA) motif-binding protein 9"
"4478","AT1G10740",0.30093304716648,5.24367452098324,4.4705835719232,0.034483212198054,0.258755001402191,NA,NA
"4479","AT2G16850",-0.391607293455281,4.13341488099624,4.46878060504188,0.0345196188203229,0.258970357579926,"PIP2;8;PIP3B","plasma membrane intrinsic protein 2;8;PLASMA MEMBRANE INTRINSIC PROTEIN 3B"
"4480","AT4G38470",0.515131538473954,6.95732822904595,4.46732279666041,0.0345490851694244,0.259115164094439,"STY46","serine/threonine/tyrosine kinase 46"
